OSEBuildingID;DataYear;BuildingType;PrimaryPropertyType;PropertyName;Address;City;State;ZipCode;TaxParcelIdentificationNumber;CouncilDistrictCode;Neighborhood;Latitude;Longitude;YearBuilt;NumberofBuildings;NumberofFloors;PropertyGFATotal;PropertyGFAParking;PropertyGFABuilding(s);ListOfAllPropertyUseTypes;LargestPropertyUseType;LargestPropertyUseTypeGFA;SecondLargestPropertyUseType;SecondLargestPropertyUseTypeGFA;ThirdLargestPropertyUseType;ThirdLargestPropertyUseTypeGFA;YearsENERGYSTARCertified;ENERGYSTARScore;SiteEUI(kBtu/sf);SiteEUIWN(kBtu/sf);SourceEUI(kBtu/sf);SourceEUIWN(kBtu/sf);SiteEnergyUse(kBtu);SiteEnergyUseWN(kBtu);SteamUse(kBtu);Electricity(kWh);Electricity(kBtu);NaturalGas(therms);NaturalGas(kBtu);TotalGHGEmissions;GHGEmissionsIntensity;DefaultData;ComplianceStatus;Outlier;Predict_ghgemissions;Predict_energyuse
21,592;2017;Multifamily LR (1-4);Low-Rise Multifamily;Holden Court Apartments;931 SW Holden St;Seattle;WA;98106.0;2114700445;1.0;DELRIDGE;47.53384;-122.34899;1980.0;1.0;3.0;31,288;;;Multifamily Housing, Parking;Multifamily;24,459;Parking;6,829;;;;78.0;30.30;29.90;95.20;94.00;741,481.3125;732,197.5;;217,315.703125;741,481.1790625;;;3.07;0.098;N;Compliant;;261.99;1996614.5
21,594;2017;Multifamily MR (5-9);Mid-Rise Multifamily;Duncan Place;4547 8th Ave NE;Seattle;WA;98105.0;2119000000;4.0;NORTHEAST;47.66268;-122.31985;2008.0;1.0;6.0;50,803;;;Multifamily Housing, Parking;Multifamily;38,897;Parking;12,000;;;;68.0;44.20;43.50;138.60;136.70;1,717,463.25;1,693,239.25;;503,154.5;1,716,763.154;7.00;700.00;7.14;0.141;N;Compliant;;261.99;1996614.5
21,601;2017;SPS-District K-12;K-12 School;Dunlap Elementary;4525 S. Cloverdale St.;Seattle;WA;98118.0;2123700235;2.0;SOUTHEAST;47.52499;-122.27466;2000.0;1.0;2.0;75,605;0;75,605;K-12 School;K-12 School;75,605;;;;;;94.0;32.70;32.00;77.00;76.30;2,470,397;2,415,853;;452,833.5;1,545,067.902;9,253.29;925,329.00;55.54;0.735;N;Compliant;;261.99;1996614.5
21,604;2017;SPS-District K-12;K-12 School;South Lake High;8601 Rainier Ave S;Seattle;WA;98118.0;2123700250;2.0;SOUTHEAST;47.52526;-122.27092;2008.0;1.0;2.0;29,525;0;29,525;K-12 School;K-12 School;29,525;;;;;;56.0;45.30;44.30;114.20;113.10;1,338,936;1,307,621.75;;275,702.5;940,696.93;3,982.39;398,238.99;25.04;0.848;N;Compliant;;261.99;1996614.5
21,605;2017;Multifamily LR (1-4);Low-Rise Multifamily;Henderson Arms Apartments;4803 S Henderson St.;Seattle;WA;98118.0;2123700355;2.0;SOUTHEAST;47.52284;-122.27265;1962.0;1.0;3.0;30,891;;;Multifamily Housing;Multifamily;30,891;;;;;;53.0;33.60;33.10;105.40;103.90;1,036,550.1875;1,021,899.125;;303,795.5;1,036,550.246;;;4.29;0.139;N;Compliant;;261.99;1996614.5
21,610;2017;Multifamily LR (1-4);Low-Rise Multifamily;Villa Park;9101 50th Ave S;Seattle;WA;98118.0;2123700405;2.0;SOUTHEAST;47.52214;-122.27161;2000.0;1.0;2.0;40,542;;;Multifamily Housing;Multifamily;40,542;;;;;;52.0;41.30;40.50;129.60;127.20;1,673,712.75;1,642,270.625;;490,537.09375;1,673,712.563875;;;6.92;0.171;N;Compliant;;261.99;1996614.5
21,611;2017;NonResidential;Worship Facility;Seattle Chinese Baptist Church;5801 Beacon Avenue South;Seattle;WA;98108.0;2124049098;2.0;GREATER DUWAMISH;47.55072;-122.30265;1977.0;1.0;1.0;21,948;0;21,948;Worship Facility;Worship Fac;21,948;;;;;;86.0;14.40;14.40;45.20;45.20;316,191.40625;316,191.40625;;92,670.3984375;316,191.39946875;;;1.31;0.06;N;Compliant;;261.99;1996614.5
21,613;2017;NonResidential;Other;Broadmoor Golf Club;2340 Broadmoor Dr. East;Seattle;WA;98112.0;2125049032;3.0;EAST;47.64033;-122.29135;1927.0;1.0;3.0;31,191;0;31,191;Other - Recreation, Self-Storage Facility;Other - Rec;30,095;Self-Storage Facility;1,096;;;;;201.80;196.30;427.20;415.80;6,295,629.5;6,122,553;;941,776.375;3,213,340.9915;30,822.88;3,082,288.09;176.99;5.675;N;Compliant;;261.99;1996614.5
21,616;2017;SPS-District K-12;K-12 School;Olympic Hills Elementary;13018 20th Ave. N.E.;Seattle;WA;98125.0;2126049041;5.0;NORTH;47.72369;-122.30676;1954.0;1.0;1.0;42,292;0;42,292;K-12 School;K-12 School;43,188;;;;;;3.0;72.00;72.00;226.10;226.10;3,110,468;3,110,468;;911,625.875;3,110,467.4855;0.00;0.00;12.87;0.304;Y;Not Compliant;;261.99;1996614.5
21,617;2017;NonResidential;Other;Bill Pierre Ford Service and Parts;12531 30th Ave NE;Seattle;WA;98125.0;2126049136;5.0;NORTH;47.72039;-122.29729;1947.0;1.0;1.0;37,377;0;37,377;Office, Repair Services (Vehicle, Shoe, Locksmith, etc), Retail Store;Repair Serv;31,303;Retail Store;3,468;Office;840;;;98.70;94.80;166.00;161.90;3,513,967;3,376,904.75;;311,331.59375;1,062,263.397875;24,517.03;2,451,703.32;134.60;3.601;N;Compliant;;261.99;1996614.5
21,619;2017;Multifamily MR (5-9);Mid-Rise Multifamily;Duwamish Head;1140 Alki Ave SW;Seattle;WA;98116.0;2134000000;1.0;SOUTHWEST;47.59491;-122.38654;1975.0;1.0;5.0;41,510;;;Multifamily Housing;Multifamily;41,510;;;;;;78.0;31.60;31.10;84.60;83.20;1,312,616.25;1,291,756.25;;299,036.09375;1,020,311.151875;2,923.05;292,305.00;19.75;0.476;N;Compliant;;261.99;1996614.5
21,622;2017;NonResidential;Warehouse;1001 S Myrtle St;1001 S Myrtle St;Seattle;WA;98108.0;2136200605;2.0;GREATER DUWAMISH;47.53906;-122.32031;1977.0;1.0;1.0;29,380;0;29,380;Non-Refrigerated Warehouse, Office, Other;Non-Refrige;16,768;Office;6,837;Other;5,775;;40.0;29.20;28.80;91.60;90.40;856,918.125;845,573.375;;251,148.296875;856,917.9889375;;;3.55;0.121;N;Compliant;;261.99;1996614.5
21,627;2017;Multifamily MR (5-9);Mid-Rise Multifamily;Dwell Roosevelt Condominium;1026 NE 65th St;Seattle;WA;98115.0;2137500000;4.0;NORTHEAST;47.67602;-122.31634;2006.0;3.0;6.0;61,887;;;Multifamily Housing, Parking;Multifamily;61,887;Parking;61,812;;;;100.0;24.90;24.90;78.30;78.30;1,542,572.25;1,542,572.25;;452,102;1,542,572.024;;;6.38;0.103;N;Compliant;;261.99;1996614.5
21,631;2017;Multifamily LR (1-4);Low-Rise Multifamily;East Madison Condominiums;2591 East Madison Street;Seattle;WA;98112.0;2161800000;3.0;CENTRAL;47.62182;-122.29819;1978.0;1.0;2.0;56,340;;;Multifamily Housing;Multifamily;56,340;;;;;;91.0;20.10;19.70;63.10;61.70;1,131,729.75;1,107,419.875;;331,691;1,131,729.692;;;4.68;0.083;N;Compliant;;261.99;1996614.5
21,640;2017;Multifamily LR (1-4);Low-Rise Multifamily;Sir Lancelot Apartments;763 Belmont Pl E;Seattle;WA;98102.0;2163900170;3.0;EAST;47.62728;-122.32468;1928.0;1.0;3.0;25,538;;;Multifamily Housing;Multifamily;25,538;;;;;;93.0;30.00;29.50;68.40;66.70;766,436.875;752,601;;132,058.59375;450,583.921875;3,158.53;315,853.03;18.64;0.73;N;Compliant;;261.99;1996614.5
21,646;2017;Multifamily LR (1-4);Low-Rise Multifamily;The Summit;733 Summit Ave E;Seattle;WA;98102.0;2163900314;3.0;EAST;47.62586;-122.32576;1949.0;1.0;3.0;44,672;0;44,672;Multifamily Housing;Multifamily;44,672;;;;;;59.0;65.90;65.90;93.00;93.00;2,942,630.5;2,944,332;;149,113.296875;508,774.5689375;24,338.56;2,433,856.05;131.37;2.941;N;Compliant;;261.99;1996614.5
21,647;2017;Multifamily LR (1-4);Low-Rise Multifamily;Summit View Apartments;745 Summit Ave E;Seattle;WA;98102.0;2163900350;3.0;EAST;47.62644;-122.32578;1989.0;1.0;4.0;33,692;8,167;25,525;Multifamily Housing, Parking;Multifamily;21,696;Parking;8,167;;;;89.0;29.00;28.60;91.00;89.80;628,645.8125;620,475.3125;;184,245.5;628,645.646;;;2.60;0.077;N;Compliant;;261.99;1996614.5
21,649;2017;Multifamily LR (1-4);Low-Rise Multifamily;Belroy Apartments Vintage;703 Bellevue Ave E;Seattle;WA;98102.0;2163900440;3.0;EAST;47.62542;-122.32738;1930.0;1.0;3.0;39,613;;;Multifamily Housing, Parking;Multifamily;33,848;Parking;13,085;;;;71.0;63.10;62.40;114.60;112.50;2,135,760.75;2,112,860;;229,696;783,722.752;13,520.38;1,352,037.99;75.05;1.895;N;Compliant;;261.99;1996614.5
21,650;2017;Multifamily MR (5-9);Mid-Rise Multifamily;Mark Spencer Apartments;727 Bellevue Ave E;Seattle;WA;98102.0;2163900470;3.0;EAST;47.62614;-122.32716;1958.0;1.0;5.0;28,833;;;Multifamily Housing;Multifamily;28,833;;;;;;93.0;36.80;35.90;100.90;99.50;1,061,951.75;1,036,133.875;;251,504.296875;858,132.6609375;2,038.19;203,819.01;14.38;0.499;N;Compliant;;261.99;1996614.5
21,652;2017;Multifamily LR (1-4);Low-Rise Multifamily;Hacienda Apartments;1029 Summit Ave E;Seattle;WA;98102.0;2163901480;3.0;EAST;47.62835;-122.32653;1925.0;1.0;2.0;24,325;;;Multifamily Housing, Parking;Multifamily;24,325;Parking;6,900;;;;29.0;78.30;78.40;104.80;104.80;1,905,406.5;1,906,862.25;;76,794.3984375;262,022.48746875;16,433.84;1,643,383.98;88.36;3.633;N;Compliant;;261.99;1996614.5
21,656;2017;NonResidential;Worship Facility;Japanese Baptist Church;160 Broadway;Seattle;WA;98122.0;2197600015;;;;;1922.0;1.0;2.0;22,688;0;22,688;Worship Facility;Worship Fac;22,688;;;;;;86.0;17.10;16.30;41.20;39.80;388,023.8125;370,888;;74,063.5;252,704.662;1,353.19;135,319.01;8.23;0.363;N;Compliant;;261.99;1996614.5
21,659;2017;Multifamily LR (1-4);Low-Rise Multifamily;(ID21659) ALDER HOUSE;925 E ALDER ST;Seattle;WA;98122.0;2197600091;3.0;EAST;47.60413;-122.31998;1968.0;0.0;4.0;33,192;;;Multifamily Housing;Multifamily;33,192;;;;;;40.0;35.40;34.90;111.20;109.50;1,175,330.25;1,157,158.125;;344,469.59375;1,175,330.253875;;;4.86;0.146;N;Compliant;;261.99;1996614.5
21,660;2017;Multifamily MR (5-9);Mid-Rise Multifamily;Hill House Apartment;321 10th Ave;Seattle;WA;98122.0;2197600145;3.0;EAST;47.605;-122.31979;1989.0;1.0;5.0;21,902;;;Multifamily Housing;Multifamily;21,902;;;;;;94.0;24.90;24.50;78.30;76.90;546,258.375;536,627.1875;;160,099.203125;546,258.4810625;;;2.26;0.103;N;Compliant;;261.99;1996614.5
21,661;2017;Multifamily MR (5-9);Mid-Rise Multifamily;Aldercrest Apts;303 10th Ave;Seattle;WA;98122.0;2197600160;3.0;EAST;47.60456;-122.31974;1999.0;1.0;6.0;46,442;18,092;28,350;Multifamily Housing, Parking;Multifamily;46,442;Parking;18,092;;;;98.0;27.20;26.90;79.60;78.90;1,261,834.5;1,248,332.625;;332,571;1,134,732.252;1,271.02;127,102.00;11.44;0.246;N;Compliant;;261.99;1996614.5
21,662;2017;Multifamily LR (1-4);Low-Rise Multifamily;Cal Anderson House;400 Broadway;Seattle;WA;98122.0;2197600175;;;;;1995.0;0.0;3.0;21,005;;;Multifamily Housing;Multifamily;21,014;;;;;;34.0;48.80;48.50;108.10;107.90;1,025,382;1,020,155.375;;167,679.90625;572,123.840125;4,532.58;453,258.01;26.44;1.259;N;Compliant;;261.99;1996614.5
25,995;2017;Multifamily MR (5-9);Mid-Rise Multifamily;;200 W HIGHLAND DR;SEATTLE;WA;;8732330000;1.0;MAGNOLIA / QUEEN ANNE;47.62985;-122.35963;2009.0;;5.0;62,190;0;62,190;;;;;;;;;;;;;;;;;;;;;0.00;0.0;N;Compliant;;261.99;1996614.5
21,663;2017;Multifamily MR (5-9);Mid-Rise Multifamily;Evans House;415 - 10th Ave.;Seattle;WA;98122.0;2197600205;3.0;EAST;47.60572;-122.31992;2007.0;1.0;6.0;52,405;;;Multifamily Housing;Multifamily;52,101;;;;;;64.0;69.70;69.60;119.20;119.10;3,631,593.25;3,627,336.5;;336,317.6875;1,147,515.94975;24,840.77;2,484,077.15;136.68;2.608;N;Compliant;;261.99;1996614.5
21,665;2017;Multifamily MR (5-9);Mid-Rise Multifamily;Terrace View Apartments;914 E Terrace St;Seattle;WA;98122.0;2197600221;3.0;EAST;47.6054;-122.31967;2000.0;1.0;6.0;30,648;;;Multifamily Housing, Parking;Multifamily;22,777;Parking;0;;;;97.0;25.40;25.40;79.70;79.80;578,391;578,581.5;;169,516.703125;578,390.9910625;;;2.39;0.078;N;Compliant;;261.99;1996614.5
21,667;2017;Multifamily LR (1-4);Low-Rise Multifamily;First Hill Apartment;400 10th Ave;Seattle;WA;98122.0;2197600350;3.0;EAST;47.60551;-122.31905;1985.0;1.0;4.0;37,485;;;Multifamily Housing;Multifamily;37,485;;;;;;84.0;32.70;32.30;83.90;82.70;1,224,343.25;1,209,670.625;;260,986.5;890,485.938;3,338.57;333,856.98;21.42;0.571;N;Compliant;;261.99;1996614.5
21,670;2017;Multifamily MR (5-9);Mid-Rise Multifamily;Vantage Park Apartments;1011 East Terrace Street;Seattle;WA;98122.0;2197600460;3.0;EAST;47.60504;-122.31848;1999.0;1.0;5.0;109,924;43,976;65,948;Multifamily Housing, Parking;Multifamily;65,948;Parking;43,976;;;2,018;99.0;40.00;39.40;96.60;95.40;2,639,209.25;2,596,154.75;;504,518.5;1,721,417.122;9,177.92;917,791.99;55.87;0.508;N;Compliant;;261.99;1996614.5
21,671;2017;Multifamily MR (5-9);Mid-Rise Multifamily;Clearwater Apartments;167 11th Ave;Seattle;WA;98122.0;2197600556;3.0;EAST;47.60322;-122.3186;2001.0;1.0;5.0;72,989;;;Multifamily Housing, Parking;Multifamily;45,572;Parking;27,417;;;;96.0;34.60;34.60;108.60;108.60;1,576,294.5;1,576,294.5;;461,985.40625;1,576,294.206125;;;6.52;0.089;N;Compliant;;261.99;1996614.5
21,672;2017;Multifamily LR (1-4);Low-Rise Multifamily;Abbotsford Apartments;151 11th Ave;SEATTLE;WA;98122.0;2197600565;3.0;EAST;47.60284;-122.31837;1901.0;1.0;3.0;43,128;;;Multifamily Housing;Multifamily;43,128;;;;;;;42.30;41.70;97.40;95.60;1,822,582.625;1,798,067;;320,452.09375;1,093,382.543875;7,292.00;729,200.00;43.25;1.003;N;Compliant;;261.99;1996614.5
21,673;2017;Multifamily LR (1-4);Low-Rise Multifamily;Star Apartments;170 11th Ave;Seattle;WA;98122.0;2197600605;3.0;EAST;47.60334;-122.31774;1901.0;1.0;3.0;24,046;;;Multifamily Housing;Multifamily;24,046;;;;;;46.0;68.20;66.00;112.20;109.90;1,638,736.125;1,586,478.5;;136,981.296875;467,380.1849375;11,713.56;1,171,355.96;64.14;2.668;N;Compliant;;261.99;1996614.5
21,674;2017;Multifamily LR (1-4);Low-Rise Multifamily;Pioneer Fellowship House;220 11th Ave.;Seattle;WA;98122.0;2197600660;3.0;EAST;47.60411;-122.31775;1978.0;1.0;3.0;22,082;0;22,082;Multifamily Housing;Multifamily;22,082;;;;;;26.0;46.60;46.10;138.30;136.70;1,029,264.3125;1,018,128.3125;;276,557.8125;943,615.25625;856.49;85,649.00;8.45;0.383;N;Compliant;;261.99;1996614.5
21,675;2017;Multifamily MR (5-9);Mid-Rise Multifamily;Alderview Apartments;300 11th Ave;Seattle;WA;98122.0;2197600700;3.0;EAST;47.60457;-122.31773;1994.0;1.0;6.0;45,640;;;Multifamily Housing;Multifamily;31,318;;;;;;87.0;23.70;23.60;74.30;74.00;741,555;738,120.5;;217,337.296875;741,554.8569375;;;3.07;0.067;N;Compliant;;261.99;1996614.5
21,676;2017;Multifamily MR (5-9);Mid-Rise Multifamily;Terrace Apts.;312 11th Ave.;Seattle;WA;98122.0;2197600710;3.0;EAST;47.60473;-122.31781;1998.0;1.0;5.0;41,527;;;Multifamily Housing, Parking;Multifamily;27,005;Parking;14,522;;;;92.0;30.60;30.60;96.10;96.10;826,632.6875;826,863.375;;242,272.203125;826,632.7570625;;;3.42;0.082;N;Compliant;;261.99;1996614.5
21,679;2017;Multifamily LR (1-4);Low-Rise Multifamily;Anew Broadway;510 Broadway Ave;Seattle;WA;98122.0;2198100010;1.0;EAST;47.60655;-122.32057;1908.0;1.0;3.0;26,000;0;26,000;Multifamily Housing;Multifamily;26,000;;;;;;100.0;45.30;43.70;63.00;61.30;1,177,628.125;1,136,168.875;;56,369.30078125;192,332.054265625;9,852.96;985,296.00;53.12;2.043;N;Compliant;;261.99;1996614.5
21,683;2017;Multifamily LR (1-4);Low-Rise Multifamily;The Eastlake;3217 Eastlake Ave E;Seattle;WA;98102.0;2207600000;3.0;NORTHEAST;47.65094;-122.32205;2002.0;1.0;4.0;65,471;;;Multifamily Housing;Multifamily;65,471;;;;;;83.0;32.10;31.40;70.90;69.50;2,101,136.5;2,053,690.25;;341,626.6875;1,165,630.25775;9,355.06;935,506.05;54.51;0.833;N;Compliant;;261.99;1996614.5
21,686;2017;Multifamily LR (1-4);Low-Rise Multifamily;Eastlake Lofts;125 E Lynn St;Seattle;WA;98102.0;2208800000;4.0;LAKE UNION;47.63959;-122.32617;2007.0;1.0;4.0;26,375;;;Multifamily Housing;Multifamily;26,375;;;;;;;46.10;45.30;95.00;93.70;1,215,519.25;1,193,584.75;;172,406;588,249.272;6,272.70;627,270.02;35.75;1.355;N;Compliant;;261.99;1996614.5
21,687;2017;NonResidential;Small- and Mid-Sized Office;DES Seattle Alaska St. Building;3411 S Alaska Street;Seattle;WA;98118.0;2224049003;2.0;SOUTHEAST;47.56028;-122.28914;1962.0;1.0;2.0;22,364;0;22,364;Office;Office;22,364;;;;;;64.0;81.50;79.50;140.50;138.40;1,823,453.25;1,778,370.375;;172,051.296875;587,039.0249375;12,364.14;1,236,414.06;68.09;3.045;N;Compliant;;261.99;1996614.5
21,688;2017;NonResidential;Other;5920 MLK;3613 S Juneau St;Seattle;WA;98118.0;2224049009;2.0;SOUTHEAST;47.54963;-122.2868;1952.0;1.0;1.0;27,435;0;27,435;Manufacturing/Industrial Plant, Office;Manufacturi;19,000;Office;8,435;;;;;38.10;36.70;69.20;67.80;1,044,967.3125;1,007,146.1875;;112,396;383,495.152;6,614.72;661,472.02;36.72;1.338;N;Compliant;;261.99;1996614.5
21,689;2017;NonResidential;Small- and Mid-Sized Office;Dept of Social & Health Services (WSDSHS) - COPY FOR MAKENSAY;3600 S. Graham St.;Seattle;WA;98118.0;2224049035;1.0;GREATER DUWAMISH;47.54693;-122.28718;1982.0;1.0;2.0;41,262;0;41,262;Office;Office;40,738;;;;;;;;;;;;;;;;;;0.00;0.0;N;Not Compliant;;261.99;1996614.5
21,690;2017;Multifamily LR (1-4);Low-Rise Multifamily;Avalon Coop;22 John Street;Seattle;WA;98103.0;1989201275;7.0;MAGNOLIA / QUEEN ANNE;47.61989;-122.35603;1908.0;1.0;3.0;26,250;;;Multifamily Housing;Multifamily;26,250;;;;;;93.0;49.00;47.20;70.90;69.00;1,287,261;1,239,427.375;;71,622.203125;244,374.9570625;10,428.86;1,042,886.04;56.40;2.149;N;Compliant;;261.99;1996614.5
21,691;2017;Multifamily MR (5-9);Mid-Rise Multifamily;The View 222;222 Queen Anne Ave N;Seattle;WA;98109.0;1989201300;7.0;MAGNOLIA / QUEEN ANNE;47.62044;-122.3565;2009.0;1.0;7.0;32,143;;;Multifamily Housing;Multifamily;22,576;;;;;;40.0;60.60;60.40;136.10;135.90;1,368,035.75;1,363,910.25;;229,346.296875;782,529.5649375;5,855.06;585,506.01;34.33;1.068;N;Compliant;;261.99;1996614.5
21,692;2017;Multifamily LR (1-4);Low-Rise Multifamily;Queen Anne Thomas Apartments;232 Queen Anne Ave N;Seattle;WA;98109.0;1989201305;7.0;MAGNOLIA / QUEEN ANNE;47.62076;-122.35627;1948.0;1.0;3.0;22,177;;;Multifamily Housing, Parking;Multifamily;22,177;Parking;0;;;;81.0;25.10;24.70;78.70;77.40;555,704.1875;546,895;;162,867.59375;555,704.229875;;;2.30;0.104;N;Compliant;;261.99;1996614.5
21,693;2017;Multifamily LR (1-4);Low-Rise Multifamily;Arkona Apartments;107 1st Ave N;Seattle;WA;98109.0;1989201340;7.0;MAGNOLIA / QUEEN ANNE;47.61872;-122.35593;1908.0;1.0;4.0;43,712;;;Multifamily Housing;Multifamily;43,712;;;;;;83.0;55.10;53.80;84.10;82.80;2,409,279.25;2,353,221.75;;160,896.296875;548,978.1649375;18,603.01;1,860,300.98;101.07;2.312;N;Compliant;;261.99;1996614.5
21,694;2017;Multifamily MR (5-9);Mid-Rise Multifamily;The Bernard;115 Warren Ave N;Seattle;WA;98109.0;1989201400;7.0;MAGNOLIA / QUEEN ANNE;47.6191;-122.35446;2007.0;1.0;6.0;83,270;;;Multifamily Housing;Multifamily;52,947;;;;;;83.0;36.60;36.20;91.90;90.30;1,940,359.875;1,914,409;;396,327.59375;1,352,269.749875;5,880.90;588,089.99;36.83;0.442;N;Compliant;;261.99;1996614.5
21,697;2017;Multifamily MR (5-9);Mid-Rise Multifamily;Fionia Apartments;109 John St;Seattle;WA;98109.0;1989201450;7.0;MAGNOLIA / QUEEN ANNE;47.61946;-122.35492;1922.0;1.0;5.0;43,998;;;Multifamily Housing;Multifamily;43,998;;;;;;95.0;55.10;54.00;82.70;81.50;2,424,937.75;2,375,090;;153,014.90625;522,086.860125;19,028.51;1,902,850.78;103.22;2.346;N;Compliant;;261.99;1996614.5
21,703;2017;Multifamily MR (5-9);Mid-Rise Multifamily;Center West;533 3rd Ave W;Seattle;WA;98119.0;1990200190;7.0;MAGNOLIA / QUEEN ANNE;47.62422;-122.36094;1969.0;1.0;9.0;55,604;;;Multifamily Housing;Multifamily;55,604;;;;;;92.0;39.70;38.90;97.80;95.30;2,207,399;2,162,125.5;;437,713.59375;1,493,478.781875;7,139.20;713,920.02;44.09;0.793;N;Compliant;;261.99;1996614.5
21,704;2017;Multifamily LR (1-4);Low-Rise Multifamily;Fourth West Properties, LLC;320 W Republican St.;Seattle;WA;98119.0;1990200230;7.0;MAGNOLIA / QUEEN ANNE;47.6235;-122.3617;1959.0;1.0;4.0;25,056;;;Multifamily Housing, Parking;Multifamily;25,056;Parking;1,774;;;;87.0;25.20;25.00;79.00;78.30;630,657.5;625,172;;184,835.09375;630,657.339875;;;2.61;0.104;N;Compliant;;261.99;1996614.5
21,705;2017;Multifamily LR (1-4);Low-Rise Multifamily;510/520 Fourth West Prop, LLC;510 4th Ave West;Seattle;WA;98119.0;1990200255;7.0;MAGNOLIA / QUEEN ANNE;47.62386;-122.36169;1990.0;1.0;4.0;46,800;;;Multifamily Housing, Parking;Multifamily;37,340;Parking;9,460;;;;96.0;22.50;22.20;70.80;69.90;841,568.625;830,812;;246,649.59375;841,568.413875;;;3.48;0.074;N;Compliant;;261.99;1996614.5
21,711;2017;Multifamily LR (1-4);Low-Rise Multifamily;Five 2 Five First West;525 1st Ave W;Seattle;WA;98119.0;1990200375;7.0;MAGNOLIA / QUEEN ANNE;47.62407;-122.35836;2002.0;1.0;4.0;50,903;;;Fitness Center/Health Club/Gym, Multifamily Housing, Personal Services (Health/Beauty, Dry Cleaning, etc);Multifamily;47,877;Fitness Center/Health Club/Gym;1,595;Personal Services (Health/Beauty, Dry Cleaning, etc);1,431;;92.0;19.40;19.40;60.90;60.90;987,119.625;987,427.6875;;289,308.1875;987,119.53575;;;4.08;0.08;N;Compliant;;261.99;1996614.5
21,712;2017;Multifamily LR (1-4);Low-Rise Multifamily;Grex Apartments;503 1st Ave W;Seattle;WA;98119.0;1990200400;7.0;MAGNOLIA / QUEEN ANNE;47.62344;-122.35842;1930.0;1.0;3.0;22,320;;;Multifamily Housing;Multifamily;22,320;;;;;;85.0;68.50;68.60;92.50;92.60;1,529,549;1,530,628.25;;64,388.30078125;219,692.882265625;13,098.56;1,309,856.05;70.48;3.157;N;Compliant;;261.99;1996614.5
21,714;2017;Multifamily HR (10+);High-Rise Multifamily;The Century;101 Taylor Ave N;Seattle;WA;98109.0;1991200205;7.0;LAKE UNION;47.6189;-122.34671;2014.0;1.0;10.0;336,003;0;336,003;Multifamily Housing;Multifamily;339,545;;;;;;94.0;31.20;30.80;71.70;70.80;10,594,795;10,467,391;;1,855,734.75;6,331,766.967;42,630.27;4,263,026.95;252.60;0.752;N;Compliant;;261.99;1996614.5
21,716;2017;NonResidential;Small- and Mid-Sized Office;223 Taylor Avenue North;223 Taylor Avenue North;Seattle;WA;98109.0;1991200270;7.0;LAKE UNION;47.62038;-122.34668;1953.0;1.0;2.0;43,183;0;43,183;Data Center, Office;Office;26,580;Data Center;11,497;;;;;199.40;198.10;572.20;570.80;7,592,324;7,541,702.5;;1,937,153.125;6,609,566.4625;9,827.57;982,757.03;79.54;1.842;N;Compliant;;261.99;1996614.5
21,719;2017;Multifamily LR (1-4);Low-Rise Multifamily;ELIKAI APARTMENTS;5600 CALIFORNIA AVE SW;SEATTLE;WA;98136.0;2461900860;1.0;SOUTHWEST;47.55193;-122.38662;1966.0;1.0;4.0;26,873;;;Multifamily Housing, Office, Parking;Multifamily;22,350;Office;3,911;Parking;612;;;21.40;21.40;67.30;67.30;562,873;563,098.6875;;164,968.59375;562,872.841875;;;2.33;0.087;Y;Not Compliant;;261.99;1996614.5
21,722;2017;Multifamily LR (1-4);Low-Rise Multifamily;Green Acres;5656 California Ave SW;Seattle;WA;98136.0;2461900905;1.0;SOUTHWEST;47.55058;-122.38675;1968.0;1.0;3.0;20,010;;;Multifamily Housing;Multifamily;20,010;;;;;;84.0;30.00;30.00;94.10;94.10;599,660;599,875;;175,750.296875;599,660.0129375;;;2.48;0.124;N;Compliant;;261.99;1996614.5
21,723;2017;NonResidential;Worship Facility;FAIRVIEW CHURCH (ID21723);7801 ROOSEVELT WAY NE;Seattle;WA;98115.0;2464400730;4.0;NORTH;47.68566;-122.31849;1908.0;1.0;3.0;45,680;0;45,680;Worship Facility;Worship Fac;45,680;;;;;;80.0;49.40;48.10;74.50;73.10;2,258,845.25;2,198,160.5;;144,504.203125;493,048.3410625;17,657.97;1,765,796.68;95.82;2.098;N;Compliant;;261.99;1996614.5
21,727;2017;Multifamily MR (5-9);Mid-Rise Multifamily;Alcyone;301 Minor Ave. N.;Seattle;WA;98109.0;2467400101;7.0;LAKE UNION;47.62094;-122.33328;2003.0;1.0;8.0;201,197;;;Multifamily Housing, Parking;Multifamily;149,697;Parking;51,634;;;;100.0;30.10;29.80;71.90;70.90;4,512,911;4,467,182.5;;844,648.625;2,881,941.1085;16,309.70;1,630,970.02;98.54;0.49;N;Compliant;;261.99;1996614.5
21,729;2017;Multifamily MR (5-9);Mid-Rise Multifamily;Lakeview Apartment LPS;1170 Harrison  Street;Seattle;WA;98109.0;2467400150;7.0;LAKE UNION;47.62222;-122.33337;2000.0;1.0;5.0;36,413;;;Multifamily Housing;Multifamily;36,413;;;;;;16.0;57.90;57.40;132.70;131.10;2,108,590;2,090,045.125;;366,964.1875;1,252,081.80775;8,565.08;856,508.01;50.67;1.392;N;Compliant;;261.99;1996614.5
